feature,importance
Patient_ID_PT0033544,2.3259872631539334e-07
Patient_ID_PT0041683,2.3247942172751265e-07
Patient_ID_PT0030180,2.3247899946128832e-07
Patient_ID_PT0023479,2.3247400241269518e-07
Patient_ID_PT0011694,2.322617844763593e-07
Patient_ID_PT0038559,2.322342268577947e-07
Patient_ID_PT0014072,2.3219906513989223e-07
Patient_ID_PT0030962,2.3219333405530605e-07
Patient_ID_PT0020551,2.321627230231973e-07
Patient_ID_PT0038665,2.3202196523018426e-07
Patient_ID_PT0015815,2.3200007256118366e-07
Patient_ID_PT0031054,2.3194366101512522e-07
Patient_ID_PT0000565,2.31877037841381e-07
Patient_ID_PT0005784,2.3178520244520097e-07
Patient_ID_PT0021749,2.3177761858093073e-07
Patient_ID_PT0024220,2.31654867958885e-07
Patient_ID_PT0015453,2.3164483316741435e-07
Patient_ID_PT0012211,2.316176858347444e-07
Patient_ID_PT0001213,2.3159148119898074e-07
Patient_ID_PT0002379,2.3150298466453168e-07
Patient_ID_PT0034760,2.3139688952920362e-07
Patient_ID_PT0041096,2.3138995200661416e-07
Patient_ID_PT0028834,2.3131156573449706e-07
Patient_ID_PT0018771,2.3129128094672561e-07
Patient_ID_PT0004379,2.3124894377786057e-07
Patient_ID_PT0036689,2.3109004263922478e-07
Patient_ID_PT0010799,2.3099663884908864e-07
Patient_ID_PT0039762,2.3098934348388444e-07
Patient_ID_PT0021952,2.3069645723756615e-07
Patient_ID_PT0045130,2.3068686033148608e-07
Patient_ID_PT0001679,2.3067377870965824e-07
Patient_ID_PT0046766,2.3061864974740557e-07
Patient_ID_PT0041893,2.3059421791601004e-07
Patient_ID_PT0021277,2.3046723983659034e-07
Patient_ID_PT0024500,2.3031140428709058e-07
Patient_ID_PT0040304,2.3023797088366807e-07
Patient_ID_PT0049878,2.301408464964776e-07
Patient_ID_PT0028088,2.3012843012925072e-07
Patient_ID_PT0008243,2.3006436143857616e-07
Patient_ID_PT0026149,2.3001291360445606e-07
Patient_ID_PT0019944,2.2999396360862085e-07
Patient_ID_PT0015506,2.2959245290402525e-07
Patient_ID_PT0028553,2.2948571696311913e-07
Patient_ID_PT0014001,2.292829530149439e-07
Patient_ID_PT0031279,2.292599006946615e-07
Patient_ID_PT0015739,2.292336896586997e-07
Patient_ID_PT0009841,2.2921508597346042e-07
Patient_ID_PT0036121,2.2915216711238003e-07
Patient_ID_PT0024295,2.2914407027039641e-07
Patient_ID_PT0041282,2.2912070967583073e-07
Patient_ID_PT0013341,2.291060979610234e-07
Patient_ID_PT0011569,2.2902399880916977e-07
Patient_ID_PT0009643,2.2901499314107253e-07
Patient_ID_PT0011336,2.2896575692339752e-07
Patient_ID_PT0005694,2.288770675108791e-07
Patient_ID_PT0046422,2.2882126303703787e-07
Patient_ID_PT0012996,2.2879339801036339e-07
Patient_ID_PT0019932,2.2870109776589641e-07
Patient_ID_PT0039801,2.2863386039150017e-07
Patient_ID_PT0034172,2.2852638092519783e-07
Patient_ID_PT0021071,2.2848195261298253e-07
Patient_ID_PT0000236,2.2845624867038967e-07
Patient_ID_PT0046704,2.2844702620860783e-07
Patient_ID_PT0046104,2.2844561190389527e-07
Patient_ID_PT0010726,2.2841542895485184e-07
Patient_ID_PT0012061,2.2839423405198956e-07
Patient_ID_PT0044725,2.2839087451514727e-07
Patient_ID_PT0024606,2.2837309864465604e-07
Patient_ID_PT0020689,2.2830675849817343e-07
Patient_ID_PT0031841,2.2828548380486988e-07
Patient_ID_PT0030986,2.282530659614495e-07
Patient_ID_PT0044261,2.2823817748290218e-07
Patient_ID_PT0015051,2.2820020030616006e-07
Patient_ID_PT0012646,2.2816422765504296e-07
Patient_ID_PT0038576,2.2802576492966868e-07
Patient_ID_PT0006198,2.2787518885020936e-07
Patient_ID_PT0016306,2.2765058242100645e-07
Patient_ID_PT0023833,2.276347433643518e-07
Patient_ID_PT0015990,2.276032190810089e-07
Patient_ID_PT0014226,2.2758874998171198e-07
Patient_ID_PT0024872,2.2755057693229766e-07
Patient_ID_PT0005825,2.274232788700444e-07
Patient_ID_PT0028361,2.273355994300835e-07
Patient_ID_PT0036098,2.272579660493812e-07
Patient_ID_PT0015932,2.2723065001096686e-07
Patient_ID_PT0002798,2.2716527496511275e-07
Patient_ID_PT0019446,2.271382544195731e-07
Patient_ID_PT0048013,2.271253079027689e-07
Patient_ID_PT0036433,2.270986098982549e-07
Patient_ID_PT0021152,2.2697191357227476e-07
Patient_ID_PT0025901,2.2686357929749427e-07
Patient_ID_PT0007588,2.2685511323135378e-07
Patient_ID_PT0010410,2.267307176245961e-07
Patient_ID_PT0028528,2.266534342681907e-07
Patient_ID_PT0011600,2.2662843060124088e-07
Patient_ID_PT0035874,2.2657760597254057e-07
Patient_ID_PT0048561,2.2656038774913668e-07
Patient_ID_PT0007690,2.2654991229746434e-07
Patient_ID_PT0029007,2.2643182246033518e-07
Patient_ID_PT0039270,2.263176786284653e-07
Patient_ID_PT0035314,2.2622601468821154e-07
Patient_ID_PT0001365,2.2617360208393063e-07
Patient_ID_PT0013049,2.2615942732017376e-07
Patient_ID_PT0008289,2.2615019183284584e-07
Patient_ID_PT0036546,2.2613166278132981e-07
Patient_ID_PT0028338,2.2612675848130007e-07
Patient_ID_PT0039493,2.2606475124138398e-07
Patient_ID_PT0015160,2.2606295294456473e-07
Patient_ID_PT0039977,2.260619931704051e-07
Patient_ID_PT0008531,2.2601783981891133e-07
Patient_ID_PT0014672,2.2597059816974596e-07
Patient_ID_PT0004300,2.259455997615428e-07
Patient_ID_PT0033938,2.259262532718242e-07
Patient_ID_PT0012706,2.2590622296434142e-07
Patient_ID_PT0046917,2.2588868096468878e-07
Patient_ID_PT0022136,2.2580031126868887e-07
Patient_ID_PT0018705,2.2579023161605347e-07
Patient_ID_PT0028948,2.2577339884380494e-07
Patient_ID_PT0004292,2.257649083632612e-07
Patient_ID_PT0043541,2.25715034452227e-07
Patient_ID_PT0038642,2.256610445243926e-07
Patient_ID_PT0012896,2.256573935158055e-07
Patient_ID_PT0038432,2.2563633316277066e-07
Patient_ID_PT0041344,2.2557806147884754e-07
Patient_ID_PT0008425,2.2555505296093698e-07
Patient_ID_PT0015611,2.2555337363352428e-07
Patient_ID_PT0046414,2.2550884394285704e-07
Patient_ID_PT0044869,2.2548930327294266e-07
Patient_ID_PT0045355,2.2541357892949225e-07
Patient_ID_PT0001967,2.2535531914523445e-07
Patient_ID_PT0010494,2.2531008958705922e-07
Patient_ID_PT0015921,2.2519651861169712e-07
Patient_ID_PT0034570,2.251899709491662e-07
Patient_ID_PT0016292,2.2506795493345054e-07
Patient_ID_PT0005230,2.2500883061373516e-07
Patient_ID_PT0027734,2.249859785993072e-07
Patient_ID_PT0038527,2.249484515205358e-07
Patient_ID_PT0023590,2.249354104961302e-07
Patient_ID_PT0047654,2.248851043281341e-07
Patient_ID_PT0035563,2.2485462002466214e-07
Patient_ID_PT0005331,2.2482598958590226e-07
Patient_ID_PT0003930,2.2481511706072183e-07
Patient_ID_PT0047361,2.2481331654292715e-07
Patient_ID_PT0035951,2.2476680609770133e-07
Patient_ID_PT0039576,2.247249925912302e-07
Patient_ID_PT0012445,2.2459111933469648e-07
Patient_ID_PT0002433,2.2450681285786077e-07
Patient_ID_PT0041664,2.245062784696302e-07
Patient_ID_PT0048197,2.245047701611803e-07
Patient_ID_PT0044312,2.2437600054729525e-07
Patient_ID_PT0012938,2.2437455743411892e-07
Patient_ID_PT0044708,2.2422730315863111e-07
Patient_ID_PT0031117,2.24108275209467e-07
Patient_ID_PT0003972,2.2409315179410944e-07
Patient_ID_PT0015092,2.240885330053711e-07
Patient_ID_PT0009280,2.2398473138273867e-07
Patient_ID_PT0010298,2.239742106003189e-07
Patient_ID_PT0035530,2.239193136919453e-07
Patient_ID_PT0028626,2.2390900201659322e-07
Patient_ID_PT0015110,2.2375825531348026e-07
Patient_ID_PT0011013,2.2367864986395383e-07
Patient_ID_PT0002263,2.236555960002253e-07
Patient_ID_PT0008354,2.236396586102798e-07
Patient_ID_PT0025630,2.2362346563284765e-07
Patient_ID_PT0025230,2.2360450340916108e-07
Patient_ID_PT0046726,2.2358281039854403e-07
Patient_ID_PT0033877,2.2358243575112255e-07
Patient_ID_PT0008860,2.2357942479678065e-07
Patient_ID_PT0011195,2.235584078322104e-07
Patient_ID_PT0015265,2.23550316292501e-07
Patient_ID_PT0029792,2.2353644204995693e-07
Patient_ID_PT0032143,2.2352371887844148e-07
Patient_ID_PT0007353,2.2343118374565775e-07
Patient_ID_PT0024563,2.234227364595379e-07
Patient_ID_PT0011083,2.2338379561891994e-07
Patient_ID_PT0010118,2.2337549597656286e-07
Patient_ID_PT0031077,2.233103665522073e-07
Patient_ID_PT0022805,2.2310754687086714e-07
Patient_ID_PT0022502,2.231033718366156e-07
Patient_ID_PT0022586,2.2304050860624303e-07
Patient_ID_PT0033277,2.2294941889388022e-07
Patient_ID_PT0040028,2.2292079631836143e-07
Patient_ID_PT0021718,2.2288448547203369e-07
Patient_ID_PT0040723,2.2281328088886384e-07
Patient_ID_PT0005248,2.2276391851960978e-07
Patient_ID_PT0022153,2.227459103307888e-07
Patient_ID_PT0047236,2.2266811145629752e-07
Patient_ID_PT0039547,2.2254745068681032e-07
Patient_ID_PT0025771,2.2252669644600663e-07
Patient_ID_PT0030573,2.223834491892502e-07
Patient_ID_PT0001757,2.223709896310255e-07
Patient_ID_PT0030774,2.223014504366999e-07
Patient_ID_PT0039952,2.2229173994406155e-07
Patient_ID_PT0017192,2.2225506526687305e-07
Patient_ID_PT0019788,2.2221240542327244e-07
Patient_ID_PT0031276,2.2212554281938663e-07
Patient_ID_PT0003010,2.2212410836706697e-07
Patient_ID_PT0034511,2.2210870217068526e-07
Patient_ID_PT0012076,2.220383202182416e-07
Patient_ID_PT0024804,2.2195857552362897e-07
Patient_ID_PT0032830,2.2194614113518225e-07
Patient_ID_PT0037980,2.218560195664568e-07
Patient_ID_PT0018935,2.2184314846992466e-07
Patient_ID_PT0012035,2.2176640433549489e-07
Patient_ID_PT0016493,2.2175072260728822e-07
Patient_ID_PT0033155,2.2166644079104942e-07
Patient_ID_PT0032468,2.2165590168576917e-07
Patient_ID_PT0039795,2.2165105815874546e-07
Patient_ID_PT0041149,2.216485693088786e-07
Patient_ID_PT0033121,2.2163181524566986e-07
Patient_ID_PT0023548,2.2160288098017127e-07
Patient_ID_PT0004460,2.215608603211901e-07
Patient_ID_PT0031952,2.215569930813958e-07
Patient_ID_PT0041867,2.214308758094556e-07
Patient_ID_PT0046371,2.2142702992696487e-07
Patient_ID_PT0003480,2.2136734965181234e-07
Patient_ID_PT0017513,2.2128721707287584e-07
Patient_ID_PT0004345,2.2126100713679247e-07
Patient_ID_PT0025132,2.212276972688366e-07
Patient_ID_PT0004739,2.2121611118754606e-07
Patient_ID_PT0017903,2.2111828687543474e-07
Patient_ID_PT0022506,2.209605581408353e-07
Patient_ID_PT0005432,2.2093018694449726e-07
Patient_ID_PT0048405,2.2091739829988014e-07
Patient_ID_PT0026685,2.2090836765183753e-07
Patient_ID_PT0031444,2.2085942033882463e-07
Patient_ID_PT0000136,2.2076857324851226e-07
Patient_ID_PT0017988,2.207651710310687e-07
Patient_ID_PT0040343,2.2074063070542694e-07
Patient_ID_PT0031099,2.2062822494389093e-07
Patient_ID_PT0029354,2.204682810848376e-07
Patient_ID_PT0048404,2.2032708743656487e-07
Patient_ID_PT0033212,2.2031030465011095e-07
Patient_ID_PT0017701,2.2028185245467964e-07
Patient_ID_PT0047180,2.2023650160060349e-07
Patient_ID_PT0045592,2.2011601167436178e-07
Patient_ID_PT0044781,2.1995924935611242e-07
Patient_ID_PT0023851,2.1979342647753415e-07
Patient_ID_PT0024638,2.1964857456182253e-07
Patient_ID_PT0042577,2.1954494128816587e-07
Patient_ID_PT0002960,2.194383397940239e-07
Patient_ID_PT0005555,2.1939215455689845e-07
Patient_ID_PT0049011,2.19323039882727e-07
Patient_ID_PT0025644,2.1930129202187705e-07
Patient_ID_PT0006343,2.1924457216629743e-07
Patient_ID_PT0015209,2.1922387259651077e-07
Patient_ID_PT0004604,2.1916597667632646e-07
Patient_ID_PT0020014,2.19093312610867e-07
Patient_ID_PT0009132,2.1905988698375438e-07
Patient_ID_PT0006816,2.190516330527754e-07
Patient_ID_PT0021214,2.190512686449135e-07
Patient_ID_PT0009181,2.1894955037915272e-07
Patient_ID_PT0007733,2.1894528303172546e-07
Patient_ID_PT0005113,2.188971415979539e-07
Patient_ID_PT0037537,2.1889183174258772e-07
Patient_ID_PT0039686,2.1888684552381797e-07
Patient_ID_PT0025370,2.1885244307507597e-07
Patient_ID_PT0045080,2.1883501731649473e-07
Patient_ID_PT0033586,2.1877894717624746e-07
Patient_ID_PT0023296,2.1877041411574564e-07
Patient_ID_PT0020738,2.187310391230021e-07
Patient_ID_PT0041283,2.1872882266188334e-07
Patient_ID_PT0034097,2.1867722946959764e-07
Patient_ID_PT0008154,2.1854905668625445e-07
Patient_ID_PT0015015,2.184416006586281e-07
Patient_ID_PT0040245,2.184067260624454e-07
Patient_ID_PT0023417,2.1839106189055741e-07
Patient_ID_PT0014038,2.1832863500240398e-07
Patient_ID_PT0010753,2.1829363460534444e-07
Patient_ID_PT0019085,2.1826199162394193e-07
Patient_ID_PT0030648,2.1826182410211374e-07
Patient_ID_PT0034986,2.181670295205944e-07
Patient_ID_PT0030532,2.1814377725153221e-07
Patient_ID_PT0022875,2.1811808851097919e-07
Patient_ID_PT0002503,2.1799727595864262e-07
Patient_ID_PT0016391,2.178268816849145e-07
Patient_ID_PT0028233,2.1769014780240282e-07
Patient_ID_PT0002282,2.1766358237852796e-07
Patient_ID_PT0012538,2.174868237257399e-07
Patient_ID_PT0035827,2.1743519494099397e-07
Patient_ID_PT0001421,2.1741519397171715e-07
Patient_ID_PT0043964,2.1738741814919662e-07
Patient_ID_PT0031002,2.1737802618130422e-07
Patient_ID_PT0021705,2.173760969921947e-07
Patient_ID_PT0014633,2.1736924025789217e-07
Patient_ID_PT0027284,2.1736067957433724e-07
Patient_ID_PT0013778,2.1728279898761449e-07
Patient_ID_PT0006729,2.172396166241588e-07
Patient_ID_PT0015375,2.1722679649077512e-07
Patient_ID_PT0025792,2.1716664869730457e-07
Patient_ID_PT0030003,2.1713536024318245e-07
Patient_ID_PT0003948,2.171308708559499e-07
Patient_ID_PT0009991,2.171185599816199e-07
Patient_ID_PT0001346,2.1711693200630589e-07
Patient_ID_PT0001580,2.169290317857428e-07
Patient_ID_PT0002745,2.1686093000849459e-07
Patient_ID_PT0019239,2.168579549280778e-07
Patient_ID_PT0015036,2.1685475383533814e-07
Patient_ID_PT0020445,2.1682823466004163e-07
Patient_ID_PT0023605,2.168068059762442e-07
Patient_ID_PT0023083,2.166884909580695e-07
Patient_ID_PT0019532,2.16678107441024e-07
Patient_ID_PT0002653,2.1663501739092142e-07
Patient_ID_PT0042832,2.166002398836464e-07
Patient_ID_PT0041458,2.165101610546992e-07
Patient_ID_PT0044874,2.1647572160870454e-07
Patient_ID_PT0000218,2.1646029802484273e-07
Patient_ID_PT0016756,2.163333864493228e-07
Patient_ID_PT0008068,2.1627674697549725e-07
Patient_ID_PT0010725,2.1625444194530826e-07
Patient_ID_PT0026499,2.1624128384923775e-07
Patient_ID_PT0029136,2.1607107098132046e-07
Patient_ID_PT0012397,2.1597798553621124e-07
Patient_ID_PT0013599,2.1584658987183638e-07
Patient_ID_PT0030676,2.1566538830707805e-07
Patient_ID_PT0008998,2.156505958123108e-07
Patient_ID_PT0045406,2.1563934719631826e-07
Patient_ID_PT0017567,2.1562708278896445e-07
Patient_ID_PT0015367,2.1544430744007124e-07
Patient_ID_PT0009503,2.1538931313154246e-07
Patient_ID_PT0049627,2.1535377653486628e-07
Patient_ID_PT0008653,2.1512330150430822e-07
Patient_ID_PT0043788,2.150561220884245e-07
Patient_ID_PT0001301,2.1494912884435856e-07
Patient_ID_PT0025737,2.1494481176805467e-07
Patient_ID_PT0028514,2.1487094155918732e-07
Patient_ID_PT0043153,2.1485899446882377e-07
Patient_ID_PT0038890,2.1483551811761794e-07
Patient_ID_PT0047217,2.1480494094970935e-07
Patient_ID_PT0017789,2.1480229131293242e-07
Patient_ID_PT0039631,2.147364685743354e-07
Patient_ID_PT0038683,2.147241503967193e-07
Patient_ID_PT0017001,2.1466611583367057e-07
Patient_ID_PT0021579,2.1464466068246203e-07
Patient_ID_PT0017067,2.1461421723456636e-07
Patient_ID_PT0032007,2.1461364587020563e-07
Patient_ID_PT0036766,2.1460522233486727e-07
Patient_ID_PT0007476,2.1454541132065383e-07
Patient_ID_PT0037645,2.1449129764599066e-07
Patient_ID_PT0033939,2.1449096267299402e-07
Patient_ID_PT0009379,2.1433912126000768e-07
Patient_ID_PT0038008,2.1414487199288815e-07
Patient_ID_PT0029358,2.1414221880821442e-07
Patient_ID_PT0004953,2.1407631799280052e-07
Patient_ID_PT0005468,2.140436382201826e-07
Patient_ID_PT0008503,2.1401467325437064e-07
Patient_ID_PT0020035,2.140013736493111e-07
Patient_ID_PT0012541,2.13959317934795e-07
Patient_ID_PT0047585,2.1392289632217072e-07
Patient_ID_PT0048151,2.138354937273802e-07
Patient_ID_PT0008577,2.1379749937971338e-07
Patient_ID_PT0006242,2.1369951513280214e-07
Patient_ID_PT0030213,2.136936340861429e-07
Patient_ID_PT0022935,2.1358389770583484e-07
Patient_ID_PT0044889,2.1352690820422146e-07
Patient_ID_PT0008863,2.1348599552832073e-07
Patient_ID_PT0008654,2.1342570334604864e-07
Patient_ID_PT0002250,2.1336235150879975e-07
Patient_ID_PT0001006,2.133089340287638e-07
Patient_ID_PT0045092,2.1330299782234104e-07
Patient_ID_PT0005529,2.1322687212051147e-07
Patient_ID_PT0039147,2.1319167601942811e-07
Patient_ID_PT0047034,2.1319016526632424e-07
Patient_ID_PT0017339,2.1318161912051665e-07
Patient_ID_PT0043464,2.131017774869463e-07
Patient_ID_PT0009276,2.1310111674210388e-07
Patient_ID_PT0005782,2.1307575973592096e-07
Patient_ID_PT0049439,2.1303063707373856e-07
Patient_ID_PT0030864,2.1298840458745844e-07
Patient_ID_PT0010547,2.129805400565428e-07
Patient_ID_PT0011256,2.1296336676091344e-07
Patient_ID_PT0023423,2.129568732025352e-07
Patient_ID_PT0045214,2.1289158311344034e-07
Patient_ID_PT0040030,2.1283605948701114e-07
Patient_ID_PT0007908,2.1281061406191918e-07
Patient_ID_PT0012754,2.1277744672928642e-07
Patient_ID_PT0036706,2.1272746005285821e-07
Patient_ID_PT0012054,2.1266529761312818e-07
Patient_ID_PT0043550,2.1263561078283027e-07
Patient_ID_PT0023778,2.1262264977476882e-07
Patient_ID_PT0022152,2.1260533161885686e-07
Patient_ID_PT0033923,2.1260323520997403e-07
Patient_ID_PT0022386,2.125676529485802e-07
Patient_ID_PT0002918,2.1255588199684905e-07
Patient_ID_PT0007665,2.1248609969327786e-07
Patient_ID_PT0024615,2.1247769278872116e-07
Patient_ID_PT0039683,2.1241663914739242e-07
Patient_ID_PT0034396,2.123969869111159e-07
Patient_ID_PT0043845,2.1239324256665045e-07
Patient_ID_PT0042432,2.1235479272908706e-07
Patient_ID_PT0018316,2.123155954894454e-07
Patient_ID_PT0042218,2.1220675342102198e-07
Patient_ID_PT0005996,2.1216371972828545e-07
Patient_ID_PT0019241,2.121050792830985e-07
Patient_ID_PT0012111,2.120233232623689e-07
Patient_ID_PT0049868,2.1201936119467906e-07
Patient_ID_PT0027564,2.1195511797769164e-07
Patient_ID_PT0019365,2.118769995660857e-07
Patient_ID_PT0023582,2.117482037721444e-07
Patient_ID_PT0009952,2.1160418749193975e-07
Patient_ID_PT0025835,2.1151791732834188e-07
Patient_ID_PT0010745,2.1145824625439703e-07
Patient_ID_PT0033750,2.1142472010463146e-07
Patient_ID_PT0017281,2.1141021218457445e-07
Patient_ID_PT0036007,2.1139313490165937e-07
Patient_ID_PT0018623,2.1137362935578878e-07
Patient_ID_PT0019887,2.1135774546848406e-07
Patient_ID_PT0009288,2.11340705394256e-07
Patient_ID_PT0018470,2.1122541706425072e-07
Patient_ID_PT0004014,2.1119979710325558e-07
Patient_ID_PT0004732,2.1118783910733657e-07
Patient_ID_PT0044376,2.1115882653382906e-07
Patient_ID_PT0044304,2.1112817528746094e-07
Patient_ID_PT0025856,2.1102374750665703e-07
Patient_ID_PT0018659,2.1099348251836597e-07
Patient_ID_PT0009797,2.1094592832845668e-07
Patient_ID_PT0031361,2.1092552585957599e-07
Patient_ID_PT0045538,2.1085487609617555e-07
Patient_ID_PT0029280,2.108539097373253e-07
Patient_ID_PT0016308,2.107130260697974e-07
Patient_ID_PT0027568,2.1065896925417746e-07
Patient_ID_PT0027275,2.106221859813786e-07
Patient_ID_PT0046783,2.1057444724126187e-07
Patient_ID_PT0035374,2.1046543600289375e-07
Patient_ID_PT0021790,2.1043248458704174e-07
Patient_ID_PT0044772,2.1041412721407686e-07
Patient_ID_PT0047950,2.104051646886744e-07
Patient_ID_PT0044622,2.103794254887598e-07
Patient_ID_PT0034128,2.1034943000231033e-07
Patient_ID_PT0036071,2.103143258110664e-07
Patient_ID_PT0028262,2.102758574395639e-07
Patient_ID_PT0010249,2.1025343060674253e-07
Patient_ID_PT0010332,2.1023307296898478e-07
Patient_ID_PT0008030,2.102092333471552e-07
Patient_ID_PT0042068,2.1016779708760333e-07
Patient_ID_PT0045894,2.1007317270964097e-07
Patient_ID_PT0040976,2.100645378077932e-07
Patient_ID_PT0021860,2.1006195387029078e-07
Patient_ID_PT0017711,2.1005416305701243e-07
Patient_ID_PT0021577,2.1005213044028672e-07
Patient_ID_PT0045489,2.1003864059721809e-07
Patient_ID_PT0048567,2.1001082968134388e-07
Patient_ID_PT0013677,2.1000705642740772e-07
Patient_ID_PT0014212,2.0995189326726222e-07
Patient_ID_PT0028891,2.0994754096110128e-07
Patient_ID_PT0045140,2.0991946260169954e-07
Patient_ID_PT0026804,2.099108043010174e-07
Patient_ID_PT0004164,2.0990966223510881e-07
Patient_ID_PT0047986,2.0986549420387228e-07
Patient_ID_PT0046625,2.0983074839856233e-07
Patient_ID_PT0018541,2.0982650409425266e-07
Patient_ID_PT0043819,2.096721938665357e-07
Patient_ID_PT0001471,2.0966752883700008e-07
Patient_ID_PT0035233,2.0964051339957972e-07
Patient_ID_PT0013526,2.0957577876297534e-07
Patient_ID_PT0046027,2.0943637351642956e-07
Patient_ID_PT0031418,2.094180370786558e-07
Patient_ID_PT0040556,2.094094755468469e-07
Patient_ID_PT0001347,2.0933836171667418e-07
Patient_ID_PT0038383,2.0918327611974465e-07
Patient_ID_PT0016336,2.0915909512386457e-07
Patient_ID_PT0043747,2.091558317173806e-07
Patient_ID_PT0013230,2.0913838838581698e-07
Patient_ID_PT0029610,2.0913449238136418e-07
Patient_ID_PT0020336,2.090932192432936e-07
Patient_ID_PT0048236,2.0909285304676308e-07
Patient_ID_PT0021380,2.0906007900839152e-07
Patient_ID_PT0032585,2.0904967785127198e-07
Patient_ID_PT0046241,2.090373751624536e-07
Patient_ID_PT0048223,2.0901790359210133e-07
Patient_ID_PT0049228,2.0899968676381488e-07
Patient_ID_PT0010457,2.0897574291769804e-07
Patient_ID_PT0005374,2.0886676161912885e-07
Patient_ID_PT0034724,2.0884762330393903e-07
Patient_ID_PT0044250,2.088354866969694e-07
Patient_ID_PT0036872,2.088017142344911e-07
Patient_ID_PT0017761,2.087397871823513e-07
Patient_ID_PT0017856,2.087119922755479e-07
Patient_ID_PT0046671,2.0867876533856453e-07
Patient_ID_PT0018824,2.0866336611223438e-07
Patient_ID_PT0009161,2.0863952517670618e-07
Patient_ID_PT0019163,2.086339343506894e-07
Patient_ID_PT0031370,2.0861553583973462e-07
Patient_ID_PT0036662,2.0856914118568543e-07
Patient_ID_PT0026519,2.0853604102800338e-07
Patient_ID_PT0029403,2.0853152338912087e-07
Patient_ID_PT0021605,2.0850424951894583e-07
Patient_ID_PT0034337,2.0850372427909784e-07
Patient_ID_PT0029633,2.084625967619867e-07
Patient_ID_PT0009249,2.0845657375516967e-07
Patient_ID_PT0004149,2.0842973290034438e-07
Patient_ID_PT0009139,2.083890250586901e-07
Patient_ID_PT0009550,2.0837022247335871e-07
Patient_ID_PT0015176,2.0834602849366793e-07
Patient_ID_PT0026423,2.082878607016878e-07
Patient_ID_PT0030977,2.0810849240275843e-07
Patient_ID_PT0030732,2.0808005130021833e-07
Patient_ID_PT0000365,2.0806941131473853e-07
Patient_ID_PT0027362,2.0806824780383898e-07
Patient_ID_PT0042528,2.0801947214925258e-07
Patient_ID_PT0032328,2.0785012669625717e-07
Patient_ID_PT0043124,2.0773857152558994e-07
Patient_ID_PT0028104,2.0772125800577655e-07
Patient_ID_PT0026962,2.076983397114264e-07
Patient_ID_PT0033032,2.0765535626368033e-07
Patient_ID_PT0040315,2.075596417311772e-07
Patient_ID_PT0031389,2.0752590957758588e-07
Patient_ID_PT0020295,2.075097383546535e-07
Patient_ID_PT0018401,2.0750066368073004e-07
Patient_ID_PT0021171,2.0739964709936663e-07
Patient_ID_PT0024797,2.0737713060120105e-07
Patient_ID_PT0045806,2.0736140346128705e-07
Patient_ID_PT0040045,2.0728634909903278e-07
Patient_ID_PT0010575,2.0710634990604618e-07
Patient_ID_PT0041727,2.0708668224634494e-07
Patient_ID_PT0005536,2.0703465176199945e-07
Patient_ID_PT0044788,2.070344746104588e-07
Patient_ID_PT0017375,2.0697817618933706e-07
Patient_ID_PT0003066,2.069702709199779e-07
Patient_ID_PT0016214,2.0696050629689628e-07
Patient_ID_PT0004617,2.0689483260977934e-07
Patient_ID_PT0027694,2.0679435934108246e-07
Patient_ID_PT0016415,2.0678975332042573e-07
Patient_ID_PT0029025,2.0656043384916374e-07
Patient_ID_PT0044787,2.0653164073571964e-07
Patient_ID_PT0026032,2.0643640385271658e-07
Patient_ID_PT0025328,2.0641912538885824e-07
Patient_ID_PT0044608,2.0638696233468977e-07
Patient_ID_PT0046117,2.063793322400808e-07
Patient_ID_PT0034889,2.063620865316649e-07
Patient_ID_PT0038727,2.0625465274226185e-07
Patient_ID_PT0041448,2.0624327134496852e-07
Patient_ID_PT0029621,2.0622491386408392e-07
Patient_ID_PT0042400,2.0619904931935455e-07
Patient_ID_PT0014979,2.061627060405518e-07
Patient_ID_PT0009993,2.06136566662575e-07
Patient_ID_PT0034914,2.0613506207047433e-07
Patient_ID_PT0017779,2.0612625580317385e-07
Patient_ID_PT0024359,2.0610611779815198e-07
Patient_ID_PT0048669,2.060847936622917e-07
Patient_ID_PT0000731,2.0608160524397937e-07
Patient_ID_PT0048003,2.0600797229062725e-07
Patient_ID_PT0019091,2.0599077858492066e-07
Patient_ID_PT0004909,2.0590425742255035e-07
Patient_ID_PT0046826,2.0588151125545552e-07
Patient_ID_PT0045077,2.0584470656729782e-07
Patient_ID_PT0029828,2.058345286362592e-07
Patient_ID_PT0019348,2.0576103852212015e-07
Patient_ID_PT0030456,2.0574532438544928e-07
Patient_ID_PT0003786,2.057397550366331e-07
Patient_ID_PT0047153,2.057142600290744e-07
Patient_ID_PT0033210,2.0568729049737775e-07
Patient_ID_PT0019659,2.0567928215064445e-07
Patient_ID_PT0022710,2.0566566063858165e-07
Patient_ID_PT0002617,2.056589279232941e-07
Patient_ID_PT0030034,2.056555592438148e-07
Patient_ID_PT0025272,2.0555760302297287e-07
Patient_ID_PT0022519,2.0555237620056226e-07
Patient_ID_PT0004445,2.0546999018674166e-07
Patient_ID_PT0002356,2.054687619013314e-07
Patient_ID_PT0009300,2.0543574579190562e-07
Patient_ID_PT0030672,2.0539050679185857e-07
Patient_ID_PT0016936,2.0538235177949973e-07
Patient_ID_PT0044316,2.0526815618327675e-07
Patient_ID_PT0010524,2.0525187717448497e-07
